Wavenumber(cm^-1),2.0MLs101,2.0MLp101,2.0MLs010,2.0MLp010
1600.70848,-2.1955E-6,-3.9835E-6,5.967E-7,-4.807E-7
1602.63704,-2.2291E-6,-4.6283E-6,-4.173E-7,-1.8103E-6
1604.56561,-2.6852E-6,-5.2811E-6,-1.9459E-6,-2.8575E-6
1606.49417,-3.0424E-6,-6.4313E-6,-3.0017E-6,-2.8821E-6
1608.42273,-2.5779E-6,-5.8186E-6,-2.8921E-6,-2.6875E-6
1610.3513,-1.9731E-6,-3.7961E-6,-2.1717E-6,-2.4128E-6
1612.27986,-1.6781E-6,-1.5101E-6,-1.7999E-6,-1.0449E-6
1614.20843,-7.376E-7,1.9808E-6,-1.2453E-6,7.33E-8
1616.13699,3.559E-7,5.1914E-6,-8.67E-8,-9.742E-7
1618.06556,5.274E-7,5.2231E-6,7.391E-7,-1.2348E-6
1619.99412,5.756E-7,3.3352E-6,1.5083E-6,1.2664E-6
1621.92269,8.917E-7,2.038E-6,2.4423E-6,3.2137E-6
1623.85125,6.618E-7,1.1953E-6,2.6939E-6,3.839E-6
1625.77981,-2.85E-8,7.952E-7,2.4001E-6,4.514E-6
1627.70838,-8.413E-7,1.1874E-6,2.1888E-6,3.963E-6
1629.63694,-1.698E-6,5.548E-7,1.8493E-6,2.3689E-6
1631.56551,-1.6674E-6,-1.7237E-6,1.2138E-6,1.0538E-6
1633.49407,-2.007E-7,-3.3895E-6,7.283E-7,-6.382E-7
1635.42264,1.3689E-6,-3.4119E-6,7.226E-7,-2.2943E-6
1637.3512,1.438E-6,-2.1825E-6,9.762E-7,-2.4926E-6
1639.27976,1.58E-7,-1.001E-7,1.1056E-6,-1.5382E-6
1641.20833,-1.1308E-6,1.4623E-6,9.35E-7,-3.271E-7
1643.13689,-1.3348E-6,2.1568E-6,3.238E-7,1.0131E-6
1645.06546,-6.349E-7,2.4359E-6,-5.996E-7,1.4309E-6
1646.99402,-4.673E-7,1.9687E-6,-1.3073E-6,2.447E-7
1648.92259,-5.948E-7,2.0528E-6,-1.0167E-6,-8.697E-7
1650.85115,3.384E-7,4.0429E-6,1.322E-7,-1.3138E-6
1652.77972,8.026E-7,5.0835E-6,3.742E-7,-1.9826E-6
1654.70828,-7.861E-7,2.2055E-6,-5.829E-7,-2.1316E-6
1656.63684,-2.5967E-6,-2.351E-6,-1.0254E-6,-1.5205E-6
1658.56541,-3.0235E-6,-4.5091E-6,-9.166E-7,-1.4122E-6
1660.49397,-2.2659E-6,-3.2024E-6,-1.2111E-6,-1.9276E-6
1662.42254,-1.3983E-6,-1.1874E-6,-1.5632E-6,-1.7607E-6
1664.3511,-1.3222E-6,-1.5282E-6,-1.5517E-6,-6.243E-7
1666.27967,-1.4196E-6,-2.9761E-6,-1.2194E-6,6.68E-7
1668.20823,-1.3761E-6,-2.6071E-6,-6.138E-7,2.1649E-6
1670.1368,-1.7515E-6,-1.3991E-6,4.53E-8,3.2321E-6
1672.06536,-2.1279E-6,-1.7823E-6,3.807E-7,2.0579E-6
1673.99392,-1.8092E-6,-2.4586E-6,1.021E-7,-3.365E-7
1675.92249,-1.3243E-6,-1.7981E-6,-3.285E-7,-1.2497E-6
1677.85105,-1.166E-6,-1.2603E-6,-4.78E-8,-8.27E-7
1679.77962,-7.161E-7,-1.6397E-6,8.418E-7,-2.527E-7
1681.70818,2.65E-7,-1.4625E-6,1.5725E-6,4.67E-7
1683.63675,8.417E-7,-3.2E-9,1.4608E-6,9.688E-7
1685.56531,2.425E-7,6.193E-7,5.581E-7,8.531E-7
1687.49388,-6.15E-7,-9.211E-7,-5.8E-8,5.428E-7
1689.42244,-8.893E-7,-2.9609E-6,1.624E-7,5.686E-7
1691.351,-6.189E-7,-3.7999E-6,7.066E-7,1.0136E-6
1693.27957,2.173E-7,-2.2656E-6,1.0074E-6,1.0538E-6
1695.20813,1.0621E-6,8.144E-7,8.791E-7,3.952E-7
1697.1367,1.2852E-6,2.4098E-6,6.772E-7,-1.23E-7
1699.06526,1.0302E-6,1.7047E-6,6.025E-7,-4.139E-7
1700.99383,4.673E-7,-1.453E-7,3.311E-7,-1.0506E-6
1702.92239,9.29E-8,-1.8857E-6,8.96E-8,-1.4899E-6
1704.85096,5.65E-8,-2.4184E-6,1.38E-7,-1.0674E-6
1706.77952,-2.212E-7,-1.5673E-6,2.054E-7,5.11E-8
1708.70808,-8.435E-7,-2.933E-7,1.622E-7,9.442E-7
1710.63665,-1.3118E-6,-2.853E-7,-5.51E-8,5.912E-7
1712.56521,-1.2768E-6,-1.5609E-6,-1.87E-7,-5.202E-7
1714.49378,-3.297E-7,-1.7565E-6,7.15E-8,-1.495E-6
1716.42234,8.84E-7,-1.787E-7,7.214E-7,-2.0762E-6
1718.35091,6.743E-7,5.368E-7,1.4746E-6,-2.3703E-6
1720.27947,-8.484E-7,-8.749E-7,1.7788E-6,-3.4917E-6
1722.20804,-2.032E-6,-2.7985E-6,1.3966E-6,-4.6875E-6
1724.1366,-2.4971E-6,-4.3248E-6,8.703E-7,-3.2288E-6
1726.06516,-2.5677E-6,-5.5439E-6,6.788E-7,-4.034E-7
1727.99373,-2.2752E-6,-6.6445E-6,7.824E-7,2.096E-7
1729.92229,-1.486E-6,-7.3969E-6,9.001E-7,-1.8813E-6
1731.85086,2.74E-8,-7.5491E-6,5.288E-7,-4.0651E-6
1733.77942,9.442E-7,-7.6898E-6,1.793E-7,-3.5283E-6
1735.70799,-2.002E-7,-7.6811E-6,-3.291E-7,-1.3422E-6
1737.63655,-1.5278E-6,-6.3522E-6,-8.971E-7,-2.168E-7
1739.56512,-1.5914E-6,-4.4882E-6,-1.0409E-6,-3.37E-8
1741.49368,-1.3848E-6,-2.7906E-6,-7.257E-7,2.46E-8
1743.42224,-1.3337E-6,-3.912E-7,-1.265E-7,2.797E-7
1745.35081,-1.4311E-6,2.049E-6,5.334E-7,1.0136E-6
1747.27937,-1.5143E-6,2.7881E-6,8.982E-7,1.0645E-6
1749.20794,-1.0389E-6,1.4853E-6,9.203E-7,-1.768E-7
1751.1365,-4.849E-7,-3.285E-7,8.828E-7,-7.383E-7
1753.06507,-8.875E-7,-4.057E-7,6.357E-7,2.937E-7
1754.99363,-1.5807E-6,8.455E-7,1.208E-7,1.0701E-6
1756.9222,-1.131E-6,1.1633E-6,-1.829E-7,6.149E-7
1758.85076,8.13E-8,-1.754E-7,-4.597E-7,5.93E-8
1760.77932,5.307E-7,-1.8485E-6,-6.809E-7,-1.09E-8
1762.70789,-1.477E-7,-2.591E-6,-7.352E-7,3.688E-7
1764.63645,-8.624E-7,-2.4097E-6,-5.6E-7,1.1343E-6
1766.56502,-6.941E-7,-1.908E-6,-2.169E-7,1.3336E-6
1768.49358,2.345E-7,-7.139E-7,2.881E-7,3.965E-7
1770.42215,8.86E-7,1.0857E-6,7.574E-7,-5.506E-7
1772.35071,6.839E-7,1.8105E-6,8.123E-7,-1.832E-7
1774.27927,1.222E-7,3.349E-7,4.342E-7,8.826E-7
1776.20784,-5.318E-7,-1.9898E-6,1.226E-7,1.3621E-6
1778.1364,-1.0998E-6,-3.4677E-6,-4.19E-8,1.1728E-6
1780.06497,-8.831E-7,-3.7781E-6,-2.929E-7,5.861E-7
1781.99353,-1.763E-7,-3.0071E-6,-2.975E-7,-1.866E-7
1783.9221,-1.796E-7,-1.53E-6,1.916E-7,-1.091E-6
1785.85066,-9.672E-7,-8.451E-7,7.204E-7,-1.4947E-6
1787.77923,-1.483E-6,-1.2666E-6,9.79E-7,-9.136E-7
1789.70779,-1.2997E-6,-1.1265E-6,1.0738E-6,-4.683E-7
1791.63635,-6.791E-7,-1.241E-7,9.271E-7,-7.169E-7
1793.56492,-9.19E-8,-5.07E-8,3.195E-7,-6.577E-7
1795.49348,4.456E-7,-1.2774E-6,-4.113E-7,-2.375E-7
1797.42205,1.0909E-6,-1.6491E-6,-6.742E-7,-1.171E-7
1799.35061,1.2691E-6,-9.792E-7,-6.709E-7,3.993E-7
1801.27918,5.71E-7,-8.98E-7,-8.305E-7,9.816E-7
1803.20774,-1.083E-7,-5.143E-7,-8.48E-7,1.102E-6
1805.13631,1.271E-7,8.67E-7,-5.228E-7,1.5432E-6
1807.06487,8.03E-7,1.7537E-6,-1.98E-8,1.601E-6
1808.99343,1.1795E-6,2.6151E-6,4.375E-7,1.4199E-6
1810.922,1.2261E-6,4.8218E-6,3.246E-7,2.4014E-6
1812.85056,1.207E-6,5.6662E-6,-3.863E-7,2.4414E-6
1814.77913,1.231E-6,2.8595E-6,-1.1171E-6,8.899E-7
1816.70769,1.8493E-6,-9.43E-8,-1.2936E-6,4.433E-7
1818.63626,3.2324E-6,-8.567E-7,-5.353E-7,8.171E-7
1820.56482,3.0562E-6,-1.9267E-6,4.281E-7,5.617E-7
1822.49339,-5.271E-7,-2.5349E-6,5.74E-7,3.444E-7
1824.42195,-4.71E-6,-5.628E-7,7.32E-8,6.473E-7
1826.35051,-5.8241E-6,1.3666E-6,-4.634E-7,7.152E-7
1828.27908,-3.8424E-6,1.2054E-6,-6.394E-7,1.993E-7
1830.20764,-1.4124E-6,2.14E-7,-7.627E-7,1.492E-7
1832.13621,-6.841E-7,-2.31E-7,-1.2526E-6,8.155E-7
1834.06477,-1.4291E-6,3.206E-7,-1.5478E-6,1.4897E-6
1835.99334,-2.3342E-6,2.77E-7,-1.2181E-6,2.5549E-6
1837.9219,-2.2674E-6,-1.3332E-6,-7.762E-7,3.3387E-6
1839.85047,-1.1112E-6,-2.3481E-6,-8.89E-8,2.0885E-6
1841.77903,2.982E-7,-1.5999E-6,9.749E-7,-4.335E-7
1843.70759,8.302E-7,-9.031E-7,1.237E-6,-1.8471E-6
1845.63616,7.357E-7,-1.5475E-6,5.901E-7,-1.1516E-6
1847.56472,1.3454E-6,-2.4944E-6,1.171E-7,5.272E-7
1849.49329,1.9266E-6,-3.8177E-6,-2.536E-7,1.7503E-6
1851.42185,1.4938E-6,-7.503E-6,-6.869E-7,2.2148E-6
1853.35042,4.275E-7,-1.17543E-5,-5.38E-7,2.3011E-6
1855.27898,-1.3187E-6,-1.38018E-5,2.387E-7,1.8501E-6
1857.20755,-3.0179E-6,-1.45327E-5,6.637E-7,7.797E-7
1859.13611,-4.1396E-6,-1.44356E-5,7.85E-8,3.57E-8
1861.06467,-5.49E-6,-1.44301E-5,-7.402E-7,-1.872E-7
1862.99324,-6.501E-6,-1.30731E-5,-8.437E-7,-3.566E-7
1864.9218,-5.9656E-6,-6.2792E-6,-3.283E-7,1.982E-7
1866.85037,-3.3235E-6,9.937E-7,-2.15E-8,1.2643E-6
1868.77893,3.331E-7,2.1962E-6,-2.153E-7,1.467E-6
1870.7075,1.7289E-6,1.4061E-6,-2.423E-7,7.709E-7
1872.63606,8.157E-7,2.6965E-6,-9.54E-8,-6.161E-7
1874.56463,4.462E-7,4.0465E-6,-1.999E-7,-1.5889E-6
1876.49319,4.226E-7,2.883E-6,-4.047E-7,-4.653E-7
1878.42175,6.78E-8,-6.61E-7,-5.399E-7,8.535E-7
1880.35032,5.751E-7,-3.4547E-6,-8.848E-7,4.123E-7
1882.27888,1.4996E-6,-3.2073E-6,-1.0707E-6,1.774E-7
1884.20745,1.5215E-6,-1.1329E-6,-5.582E-7,9.689E-7
1886.13601,9.355E-7,-4.13E-8,2.582E-7,9.728E-7
1888.06458,3.917E-7,-1.2762E-6,6.812E-7,1.826E-7
1889.99314,-1.007E-7,-2.9466E-6,4.188E-7,-5.38E-8
1891.92171,-2.348E-7,-2.3055E-6,-1.058E-7,-4.294E-7
1893.85027,-7.17E-8,-4.054E-7,-3.049E-7,-9.126E-7
1895.77883,-2.915E-7,6.874E-7,-2.477E-7,2.28E-8
1897.7074,-1.1265E-6,1.2867E-6,-2.034E-7,2.1283E-6
1899.63596,-1.9145E-6,1.2525E-6,1.66E-8,3.6901E-6
1901.56453,-2.0303E-6,1.3905E-6,5.169E-7,3.1563E-6
1903.49309,-1.7219E-6,3.1518E-6,1.0558E-6,7.844E-7
1905.42166,-1.6284E-6,5.2151E-6,9.63E-7,-1.7977E-6
1907.35022,-1.9714E-6,4.2338E-6,1.867E-7,-3.4503E-6
1909.27878,-2.3751E-6,-1.04E-8,-3.134E-7,-3.5578E-6
1911.20735,-2.2415E-6,-2.7652E-6,-2.304E-7,-2.3207E-6
1913.13591,-1.6223E-6,-2.8949E-6,-2.52E-8,-1.67E-8
1915.06448,-5.994E-7,-3.318E-6,3.89E-8,2.4768E-6
1916.99304,4.122E-7,-2.9645E-6,-4.454E-7,2.9093E-6
1918.92161,4.122E-7,-2.496E-7,-1.0866E-6,1.7936E-6
1920.85017,-2.495E-7,2.0948E-6,-1.1019E-6,1.7523E-6
1922.77874,-6.196E-7,1.9624E-6,-7.209E-7,1.939E-6
1924.7073,-8.548E-7,1.3821E-6,-2.693E-7,4.916E-7
1926.63586,-9.227E-7,1.1062E-6,-1.049E-7,-1.0818E-6
1928.56443,-5.432E-7,-1.0026E-6,-5.057E-7,-1.2137E-6
1930.49299,-2.477E-7,-2.8334E-6,-9.541E-7,-1.0015E-6
1932.42156,-4.716E-7,-1.1653E-6,-9.993E-7,-1.5864E-6
1934.35012,-9.793E-7,1.5679E-6,-6.342E-7,-1.7894E-6
1936.27869,-1.8877E-6,1.1125E-6,-1.568E-7,-1.0179E-6
1938.20725,-3.038E-6,-1.8264E-6,2.292E-7,-6.104E-7
1940.13582,-3.4005E-6,-3.4868E-6,6.45E-7,-6.563E-7
1942.06438,-2.9577E-6,-3.946E-6,7.727E-7,4.659E-7
1943.99294,-2.7829E-6,-4.7066E-6,3.52E-7,1.8342E-6
1945.92151,-2.7757E-6,-4.4392E-6,-5.39E-8,9.917E-7
1947.85007,-1.8544E-6,-2.9033E-6,-2.502E-7,-1.7819E-6
1949.77864,-2.198E-7,-1.2993E-6,-2.587E-7,-4.2769E-6
1951.7072,5.479E-7,-7.766E-7,-2.79E-8,-4.5164E-6
1953.63577,-5.227E-7,-2.0393E-6,1.891E-7,-2.3354E-6
1955.56433,-1.5695E-6,-3.2912E-6,1.0548E-6,7.744E-7
1957.4929,-6.25E-8,-2.0576E-6,2.9049E-6,3.0252E-6
1959.42146,1.9889E-6,-2.862E-7,3.25E-6,3.059E-6
1961.35002,1.4707E-6,-1.2862E-6,1.3897E-6,2.3044E-6
1963.27859,1.837E-7,-3.7062E-6,3.51E-8,2.6313E-6
1965.20715,2.83E-8,-4.7592E-6,-2.069E-7,2.5861E-6
1967.13572,-1.243E-7,-2.8291E-6,-2.174E-7,1.0161E-6
1969.06428,-4.812E-7,1.1663E-6,-1.793E-7,2.583E-7
1970.99285,-6.18E-7,3.094E-6,-1.89E-8,2.439E-6
1972.92141,-8.403E-7,1.9659E-6,1.762E-7,5.4405E-6
1974.84998,-9.011E-7,1.289E-6,1.309E-7,5.8294E-6
1976.77854,-3.628E-7,2.2129E-6,-2.581E-7,3.6207E-6
1978.7071,1.07E-7,2.8435E-6,-5.707E-7,1.1819E-6
1980.63567,1.742E-7,1.532E-6,-3.905E-7,-4.6E-8
1982.56423,2.545E-7,-1.7786E-6,1.265E-7,-5.17E-7
1984.4928,3.453E-7,-3.653E-6,4.806E-7,-1.5373E-6
1986.42136,3.156E-7,-1.8959E-6,6.28E-7,-2.3595E-6
1988.34993,-1.042E-7,2.129E-7,6.771E-7,-1.9517E-6
1990.27849,-8.395E-7,2.847E-7,4.311E-7,-1.8211E-6
1992.20706,-9.449E-7,-1.1328E-6,2.477E-7,-2.6543E-6
1994.13562,-3.053E-7,-3.4954E-6,6.568E-7,-3.1827E-6
1996.06418,3.072E-7,-5.0327E-6,8.115E-7,-3.1285E-6
1997.99275,6.139E-7,-3.7839E-6,1.535E-7,-2.6083E-6
1999.92131,7.813E-7,-1.6391E-6,-3.862E-7,-1.9209E-6
2001.84988,7.603E-7,-2.0824E-6,-2.574E-7,-1.8473E-6
2003.77844,1.664E-7,-4.1302E-6,1.94E-8,-1.897E-6
2005.70701,-8.604E-7,-5.0548E-6,2.377E-7,-1.5298E-6
2007.63557,-1.0912E-6,-4.5044E-6,3.119E-7,-1.4429E-6
2009.56414,-2.442E-7,-2.8192E-6,-1.335E-7,-2.1129E-6
2011.4927,3.724E-7,-1.1323E-6,-7.438E-7,-3.0753E-6
2013.42126,9.02E-8,1.061E-7,-1.1643E-6,-3.9551E-6
2015.34983,-3.846E-7,1.1438E-6,-1.717E-6,-5.0433E-6
2017.27839,-6.664E-7,6.452E-7,-2.3481E-6,-5.766E-6
2019.20696,-5.605E-7,-1.009E-7,-2.4557E-6,-4.8534E-6
2021.13552,-2.388E-7,1.8073E-6,-2.0875E-6,-3.2234E-6
2023.06409,-3.423E-7,4.3169E-6,-1.7311E-6,-3.6557E-6
2024.99265,-6.35E-7,4.3755E-6,-1.3291E-6,-5.9093E-6
2026.92122,-9.57E-8,2.7011E-6,-9.728E-7,-6.3584E-6
2028.84978,1.0483E-6,1.4165E-6,-1.0953E-6,-5.148E-6
2030.77834,1.614E-6,8.185E-7,-1.637E-6,-5.4505E-6
2032.70691,1.4194E-6,-2.877E-7,-2.3129E-6,-6.7187E-6
2034.63547,7.35E-7,-1.3545E-6,-2.6877E-6,-7.111E-6
2036.56404,-1.443E-7,-1.0664E-6,-2.6453E-6,-6.946E-6
2038.4926,5.8E-9,3.673E-7,-2.9268E-6,-7.7057E-6
2040.42117,1.1327E-6,2.0363E-6,-3.7307E-6,-9.7703E-6
2042.34973,1.2845E-6,2.6076E-6,-4.3907E-6,-1.14662E-5
2044.2783,-4.89E-8,1.5996E-6,-4.6582E-6,-1.16512E-5
2046.20686,-1.1788E-6,1.452E-7,-4.8831E-6,-1.12903E-5
2048.13542,-1.0676E-6,-5.084E-7,-5.4476E-6,-1.21353E-5
2050.06399,-6.4E-7,3.02E-8,-6.5119E-6,-1.50763E-5
2051.99255,-7.498E-7,8.48E-7,-7.5175E-6,-1.83566E-5
2053.92112,-6.837E-7,5.516E-7,-7.9947E-6,-2.03194E-5
2055.84968,-5.99E-8,-7.28E-8,-7.8609E-6,-2.19831E-5
2057.77825,4.089E-7,8.716E-7,-7.6496E-6,-2.33203E-5
2059.70681,5.445E-7,2.2536E-6,-7.789E-6,-2.30877E-5
2061.63537,4.826E-7,1.2797E-6,-7.8777E-6,-2.19966E-5
2063.56394,-4.043E-7,-7.944E-7,-8.0549E-6,-2.18141E-5
2065.4925,-1.5838E-6,-1.5244E-6,-8.3175E-6,-2.2594E-5
2067.42107,-1.697E-6,-1.9274E-6,-8.1847E-6,-2.35928E-5
2069.34963,-7.94E-7,-2.8415E-6,-8.0767E-6,-2.45157E-5
2071.2782,1.66E-8,-2.6138E-6,-8.2757E-6,-2.42687E-5
2073.20676,3.827E-7,-7.81E-8,-8.5055E-6,-2.24559E-5
2075.13533,1.004E-7,2.3422E-6,-8.8605E-6,-2.12434E-5
2077.06389,-8.936E-7,1.735E-6,-9.2323E-6,-2.15055E-5
2078.99245,-1.7599E-6,-3.922E-7,-9.2575E-6,-2.17986E-5
2080.92102,-1.3595E-6,-3.415E-7,-8.9151E-6,-2.16823E-5
2082.84958,6.44E-8,2.8947E-6,-8.6223E-6,-2.15149E-5
2084.77815,8.463E-7,5.8182E-6,-8.7796E-6,-2.1838E-5
2086.70671,4.074E-7,6.1392E-6,-9.0511E-6,-2.25916E-5
2088.63528,-2.154E-7,5.9313E-6,-8.8289E-6,-2.23377E-5
2090.56384,-2.743E-7,6.6241E-6,-8.3772E-6,-2.07549E-5
2092.49241,-3.23E-8,7.8128E-6,-8.3875E-6,-1.94868E-5
2094.42097,-7.11E-8,9.255E-6,-8.6858E-6,-1.97693E-5
2096.34953,-3.038E-7,9.929E-6,-8.7E-6,-2.11241E-5
2098.2781,-2.157E-7,9.6861E-6,-8.6129E-6,-2.191E-5
2100.20666,1.013E-7,9.9461E-6,-8.6768E-6,-2.12858E-5
2102.13523,4.666E-7,1.05671E-5,-8.8579E-6,-1.9808E-5
2104.06379,8.34E-7,1.12405E-5,-9.0053E-6,-1.80147E-5
2105.99236,1.0058E-6,1.29499E-5,-9.0076E-6,-1.63101E-5
2107.92092,7.889E-7,1.44808E-5,-8.6701E-6,-1.53446E-5
2109.84949,4.89E-7,1.4897E-5,-8.282E-6,-1.51429E-5
2111.77805,6.061E-7,1.53921E-5,-8.338E-6,-1.4706E-5
2113.70661,8.391E-7,1.5741E-5,-8.8906E-6,-1.44054E-5
2115.63518,7.091E-7,1.58211E-5,-9.5098E-6,-1.47333E-5
2117.56374,3.346E-7,1.78371E-5,-9.9582E-6,-1.41446E-5
2119.49231,-1.929E-7,2.19917E-5,-1.02069E-5,-1.24229E-5
2121.42087,-5.441E-7,2.45709E-5,-1.05241E-5,-1.19666E-5
2123.34944,-4.982E-7,2.47442E-5,-1.09456E-5,-1.35966E-5
2125.278,-2.58E-7,2.53481E-5,-1.10393E-5,-1.54073E-5
2127.20657,-1.583E-7,2.68006E-5,-1.07267E-5,-1.57795E-5
2129.13513,-3.1E-7,2.77455E-5,-1.04638E-5,-1.51072E-5
2131.06369,-6.759E-7,2.79748E-5,-1.05038E-5,-1.421E-5
2132.99226,-1.1947E-6,2.85771E-5,-1.04356E-5,-1.27214E-5
2134.92082,-1.5931E-6,2.98714E-5,-1.0276E-5,-1.09107E-5
2136.84939,-1.3634E-6,3.05038E-5,-1.03309E-5,-1.00861E-5
2138.77795,-1.0017E-6,2.97714E-5,-1.05041E-5,-1.05469E-5
2140.70652,-1.021E-6,2.88996E-5,-1.08233E-5,-1.09719E-5
2142.63508,-1.0838E-6,2.91776E-5,-1.14147E-5,-9.9157E-6
2144.56365,-1.0916E-6,3.06204E-5,-1.18938E-5,-8.1367E-6
2146.49221,-1.1696E-6,3.25262E-5,-1.16855E-5,-7.3201E-6
2148.42077,-1.5312E-6,3.34756E-5,-1.10024E-5,-7.8468E-6
2150.34934,-1.9778E-6,3.42397E-5,-1.05656E-5,-8.8136E-6
2152.2779,-1.7119E-6,3.62205E-5,-1.04785E-5,-8.986E-6
2154.20647,-6.398E-7,3.71862E-5,-1.03576E-5,-8.6277E-6
2156.13503,-3.82E-8,3.7002E-5,-1.0189E-5,-8.2123E-6
2158.0636,-8.256E-7,3.79666E-5,-1.04119E-5,-7.7229E-6
2159.99216,-2.1315E-6,3.9291E-5,-1.105E-5,-7.8127E-6
2161.92073,-2.5979E-6,3.99926E-5,-1.14626E-5,-7.3609E-6
2163.84929,-2.2507E-6,4.02101E-5,-1.1295E-5,-5.5329E-6
2165.77785,-1.9663E-6,4.0286E-5,-1.06953E-5,-4.7523E-6
2167.70642,-1.6537E-6,4.06606E-5,-9.928E-6,-5.8273E-6
2169.63498,-8.602E-7,4.0228E-5,-9.1305E-6,-6.4229E-6
2171.56355,-2.132E-7,3.7949E-5,-8.5057E-6,-5.7767E-6
2173.49211,-5.035E-7,3.58356E-5,-8.4741E-6,-5.2488E-6
2175.42068,-1.1073E-6,3.58307E-5,-8.8639E-6,-5.4045E-6
2177.34924,-9.387E-7,3.63438E-5,-9.1713E-6,-5.8134E-6
2179.27781,-4.052E-7,3.53516E-5,-8.9491E-6,-6.3886E-6
2181.20637,-3.102E-7,3.43803E-5,-8.2651E-6,-7.3672E-6
2183.13493,-2.47E-7,3.49721E-5,-7.722E-6,-8.3217E-6
2185.0635,1.262E-7,3.50449E-5,-7.8812E-6,-8.09E-6
2186.99206,3.281E-7,3.40162E-5,-8.2776E-6,-6.0388E-6
2188.92063,-1.615E-7,3.37309E-5,-8.0015E-6,-3.3908E-6
2190.84919,-1.1909E-6,3.32371E-5,-6.9924E-6,-2.053E-6
2192.77776,-1.888E-6,3.22098E-5,-6.1324E-6,-2.748E-6
2194.70632,-1.869E-6,3.25785E-5,-6.0762E-6,-4.9013E-6
2196.63488,-1.5699E-6,3.26671E-5,-6.3896E-6,-6.9073E-6
2198.56345,-1.3871E-6,3.05878E-5,-6.7387E-6,-6.7941E-6
2200.49201,-1.1108E-6,2.86574E-5,-7.1055E-6,-4.8927E-6
2202.42058,-7.858E-7,2.81766E-5,-7.1634E-6,-4.5225E-6
