Wavenumber(cm^-1),2.0MLs101,2.0MLp101,2.0MLs010,2.0MLp010
2204.34914,-8.679E-7,2.8321E-5,-6.7158E-6,-6.5598E-6
2206.27771,-1.3513E-6,2.81989E-5,-6.3068E-6,-8.0738E-6
2208.20627,-1.7915E-6,2.75391E-5,-6.5442E-6,-8.2512E-6
2210.13484,-1.9565E-6,2.77971E-5,-7.3322E-6,-8.3259E-6
2212.0634,-2.3035E-6,2.89629E-5,-8.0182E-6,-8.694E-6
2213.99196,-3.0633E-6,2.87461E-5,-7.9142E-6,-9.4908E-6
2215.92053,-3.5573E-6,2.66098E-5,-7.0661E-6,-9.6645E-6
2217.84909,-3.5812E-6,2.37682E-5,-6.1069E-6,-7.613E-6
2219.77766,-3.6247E-6,2.18779E-5,-5.5252E-6,-5.1409E-6
2221.70622,-3.49E-6,2.16181E-5,-5.6099E-6,-4.8596E-6
2223.63479,-3.1882E-6,2.1128E-5,-6.0173E-6,-5.3003E-6
2225.56335,-3.3104E-6,2.00244E-5,-6.0842E-6,-4.6944E-6
2227.49192,-3.8269E-6,2.00033E-5,-5.8463E-6,-3.7869E-6
2229.42048,-3.9255E-6,1.94269E-5,-5.3787E-6,-3.6307E-6
2231.34904,-3.0377E-6,1.73723E-5,-4.7658E-6,-4.2183E-6
2233.27761,-1.8666E-6,1.66174E-5,-4.2678E-6,-4.809E-6
2235.20617,-1.4412E-6,1.78451E-5,-4.0032E-6,-5.5947E-6
2237.13474,-1.8615E-6,1.87695E-5,-3.9622E-6,-6.2026E-6
2239.0633,-2.9879E-6,1.83225E-5,-4.1233E-6,-5.3705E-6
2240.99187,-4.1662E-6,1.78266E-5,-4.3075E-6,-4.2809E-6
2242.92043,-4.5189E-6,1.78988E-5,-4.3523E-6,-4.4493E-6
2244.849,-4.5045E-6,1.73453E-5,-4.6709E-6,-5.3658E-6
2246.77756,-5.0697E-6,1.54942E-5,-5.4573E-6,-6.4755E-6
2248.70612,-5.685E-6,1.27161E-5,-5.8335E-6,-6.9295E-6
2250.63469,-5.5309E-6,1.01267E-5,-5.227E-6,-5.9285E-6
2252.56325,-4.7712E-6,9.3055E-6,-4.4302E-6,-5.4133E-6
2254.49182,-4.1198E-6,1.05602E-5,-4.2659E-6,-6.6657E-6
2256.42038,-4.0862E-6,1.19796E-5,-4.6757E-6,-7.7567E-6
2258.34895,-4.5328E-6,1.16966E-5,-5.2483E-6,-8.0669E-6
2260.27751,-4.9665E-6,1.05967E-5,-5.5707E-6,-8.4007E-6
2262.20608,-5.2608E-6,1.06062E-5,-5.2655E-6,-8.37E-6
2264.13464,-5.6218E-6,1.17271E-5,-4.5304E-6,-8.6957E-6
2266.0632,-5.8536E-6,1.19504E-5,-4.0697E-6,-1.06517E-5
2267.99177,-5.6204E-6,1.00707E-5,-3.9696E-6,-1.27714E-5
2269.92033,-5.1318E-6,7.2249E-6,-3.9575E-6,-1.30853E-5
2271.8489,-4.9381E-6,4.8178E-6,-4.3724E-6,-1.23508E-5
2273.77746,-4.9048E-6,3.8264E-6,-4.8938E-6,-1.22439E-5
2275.70603,-4.9184E-6,4.0468E-6,-4.8284E-6,-1.29212E-5
2277.63459,-5.2903E-6,3.4131E-6,-4.5067E-6,-1.34463E-5
2279.56316,-5.9876E-6,5.7E-7,-4.606E-6,-1.38162E-5
2281.49172,-6.5463E-6,-4.1601E-6,-5.0618E-6,-1.47928E-5
2283.42028,-6.7529E-6,-8.9688E-6,-5.2023E-6,-1.60462E-5
2285.34885,-6.6657E-6,-1.1289E-5,-4.9385E-6,-1.72119E-5
2287.27741,-6.6455E-6,-1.02614E-5,-4.9129E-6,-1.81523E-5
2289.20598,-7.2033E-6,-7.9664E-6,-5.012E-6,-1.84603E-5
2291.13454,-7.7008E-6,-7.8471E-6,-4.8524E-6,-1.81527E-5
2293.06311,-7.0947E-6,-1.03501E-5,-4.9267E-6,-1.79308E-5
2294.99167,-6.0454E-6,-1.38203E-5,-5.336E-6,-1.85172E-5
2296.92024,-5.7702E-6,-1.78821E-5,-5.2712E-6,-1.94981E-5
2298.8488,-6.1739E-6,-2.14662E-5,-4.7293E-6,-1.97794E-5
2300.77736,-6.8426E-6,-2.38495E-5,-4.3854E-6,-1.93546E-5
2302.70593,-7.6414E-6,-2.60343E-5,-4.4103E-6,-1.98701E-5
2304.63449,-8.107E-6,-2.8044E-5,-4.8686E-6,-2.27296E-5
2306.56306,-8.0659E-6,-2.92183E-5,-5.4476E-6,-2.6445E-5
2308.49162,-8.3238E-6,-2.95111E-5,-5.3145E-6,-2.91361E-5
2310.42019,-9.4122E-6,-3.05262E-5,-4.3198E-6,-3.06495E-5
2312.34875,-1.03545E-5,-3.4552E-5,-3.3411E-6,-3.11577E-5
2314.27732,-1.05628E-5,-4.07784E-5,-3.1675E-6,-3.20408E-5
2316.20588,-1.0606E-5,-4.59753E-5,-3.5954E-6,-3.48662E-5
2318.13444,-1.03503E-5,-4.922E-5,-4.0253E-6,-3.84508E-5
2320.06301,-9.5441E-6,-5.25719E-5,-4.1163E-6,-4.10857E-5
2321.99157,-8.9353E-6,-5.6757E-5,-3.9855E-6,-4.30311E-5
2323.92014,-8.9691E-6,-6.09652E-5,-4.1834E-6,-4.50368E-5
2325.8487,-9.2438E-6,-6.40777E-5,-4.5718E-6,-4.65743E-5
2327.77727,-9.4232E-6,-6.53316E-5,-4.7119E-6,-4.68779E-5
2329.70583,-9.9433E-6,-6.6026E-5,-4.7078E-6,-4.70985E-5
2331.6344,-1.09826E-5,-6.72719E-5,-4.6529E-6,-4.88984E-5
2333.56296,-1.17258E-5,-6.91261E-5,-4.6134E-6,-5.12902E-5
2335.49152,-1.18062E-5,-7.16559E-5,-4.8657E-6,-5.22364E-5
2337.42009,-1.16333E-5,-7.38054E-5,-5.345E-6,-5.14634E-5
2339.34865,-1.14957E-5,-7.45918E-5,-5.7066E-6,-5.09102E-5
2341.27722,-1.14562E-5,-7.43024E-5,-5.816E-6,-5.12675E-5
2343.20578,-1.15001E-5,-7.36488E-5,-5.9055E-6,-5.09283E-5
2345.13435,-1.14809E-5,-7.29254E-5,-6.1873E-6,-4.94664E-5
2347.06291,-1.13999E-5,-7.23739E-5,-6.4172E-6,-4.7595E-5
2348.99147,-1.1385E-5,-7.22221E-5,-6.1834E-6,-4.60859E-5
2350.92004,-1.1248E-5,-7.17863E-5,-5.7486E-6,-4.5872E-5
2352.8486,-1.09617E-5,-7.04591E-5,-5.5911E-6,-4.67077E-5
2354.77717,-1.06997E-5,-6.856E-5,-5.4775E-6,-4.70852E-5
2356.70573,-1.04186E-5,-6.70835E-5,-5.0121E-6,-4.59346E-5
2358.6343,-1.01399E-5,-6.57408E-5,-4.5471E-6,-4.35191E-5
2360.56286,-9.6564E-6,-6.26152E-5,-4.9307E-6,-4.18411E-5
2362.49143,-8.7429E-6,-5.90175E-5,-5.9097E-6,-4.252E-5
2364.41999,-8.0017E-6,-5.72376E-5,-6.6595E-6,-4.29691E-5
2366.34855,-8.2539E-6,-5.57192E-5,-6.7922E-6,-4.11547E-5
2368.27712,-9.0476E-6,-5.35588E-5,-6.42E-6,-3.94731E-5
2370.20568,-9.4144E-6,-5.19673E-5,-5.7271E-6,-3.82643E-5
2372.13425,-9.4808E-6,-5.10624E-5,-5.1909E-6,-3.5524E-5
2374.06281,-9.5519E-6,-5.02035E-5,-5.3265E-6,-3.16924E-5
2375.99138,-9.3793E-6,-4.93853E-5,-5.6828E-6,-2.80867E-5
2377.91994,-9.2874E-6,-4.78232E-5,-5.6844E-6,-2.49873E-5
2379.84851,-9.5817E-6,-4.46659E-5,-5.6779E-6,-2.2328E-5
2381.77707,-1.00683E-5,-4.26214E-5,-6E-6,-2.01156E-5
2383.70563,-1.06477E-5,-4.33219E-5,-6.273E-6,-1.93438E-5
2385.6342,-1.11545E-5,-4.3739E-5,-6.2964E-6,-2.03422E-5
2387.56276,-1.10319E-5,-4.2628E-5,-6.4177E-6,-2.15775E-5
2389.49133,-1.05902E-5,-4.09404E-5,-6.4761E-6,-2.20503E-5
2391.41989,-1.08346E-5,-3.93035E-5,-5.8515E-6,-2.11507E-5
2393.34846,-1.12858E-5,-3.90793E-5,-5.0033E-6,-1.86948E-5
2395.27702,-1.09179E-5,-3.95319E-5,-5.0197E-6,-1.59792E-5
2397.20559,-1.06387E-5,-3.90419E-5,-5.7431E-6,-1.47487E-5
2399.13415,-1.1111E-5,-3.84873E-5,-6.382E-6,-1.54263E-5
2401.06271,-1.16245E-5,-3.82297E-5,-6.697E-6,-1.64197E-5
2402.99128,-1.2219E-5,-3.68008E-5,-6.5753E-6,-1.6613E-5
2404.91984,-1.32684E-5,-3.39395E-5,-6.1418E-6,-1.60972E-5
2406.84841,-1.3561E-5,-3.19412E-5,-5.876E-6,-1.51757E-5
2408.77697,-1.25927E-5,-3.22565E-5,-6.0938E-6,-1.34257E-5
2410.70554,-1.20064E-5,-3.3041E-5,-6.6809E-6,-1.07864E-5
2412.6341,-1.25644E-5,-3.33071E-5,-7.2603E-6,-9.1601E-6
2414.56267,-1.31099E-5,-3.36881E-5,-7.4467E-6,-1.11857E-5
2416.49123,-1.26713E-5,-3.28946E-5,-7.2268E-6,-1.66783E-5
2418.41979,-1.17316E-5,-3.07791E-5,-6.7681E-6,-2.00701E-5
2420.34836,-1.11542E-5,-3.07503E-5,-6.3857E-6,-1.83839E-5
2422.27692,-1.08944E-5,-3.33509E-5,-6.6649E-6,-1.66895E-5
2424.20549,-1.04403E-5,-3.44915E-5,-7.2505E-6,-1.75992E-5
2426.13405,-1.01602E-5,-3.33658E-5,-7.1944E-6,-1.7932E-5
2428.06262,-1.02037E-5,-3.25311E-5,-6.8473E-6,-1.71901E-5
2429.99118,-9.9131E-6,-3.19285E-5,-6.7454E-6,-1.71785E-5
2431.91975,-9.6306E-6,-3.06645E-5,-6.8281E-6,-1.70283E-5
2433.84831,-1.01405E-5,-2.94643E-5,-7.1592E-6,-1.63274E-5
2435.77687,-1.07918E-5,-2.83984E-5,-7.3444E-6,-1.70714E-5
2437.70544,-1.08559E-5,-2.66468E-5,-7.0925E-6,-1.88318E-5
2439.634,-1.071E-5,-2.6075E-5,-6.8592E-6,-1.93653E-5
2441.56257,-1.09515E-5,-2.87297E-5,-7.0014E-6,-1.85575E-5
2443.49113,-1.13645E-5,-3.15326E-5,-7.2641E-6,-1.73956E-5
2445.4197,-1.13709E-5,-3.20689E-5,-7.4357E-6,-1.65146E-5
2447.34826,-1.10111E-5,-3.23907E-5,-7.5905E-6,-1.63271E-5
2449.27683,-1.09664E-5,-3.27611E-5,-7.4708E-6,-1.62499E-5
2451.20539,-1.12731E-5,-3.30338E-5,-6.9633E-6,-1.64312E-5
2453.13395,-1.13857E-5,-3.47637E-5,-6.4082E-6,-1.65362E-5
2455.06252,-1.15922E-5,-3.67218E-5,-6.1612E-6,-1.48898E-5
2456.99108,-1.22625E-5,-3.74481E-5,-6.1597E-6,-1.36573E-5
2458.91965,-1.26217E-5,-3.80721E-5,-6.2725E-6,-1.51665E-5
2460.84821,-1.2046E-5,-3.85703E-5,-6.3872E-6,-1.66702E-5
2462.77678,-1.14558E-5,-3.82629E-5,-6.3588E-6,-1.62644E-5
2464.70534,-1.2028E-5,-3.86221E-5,-6.2688E-6,-1.52837E-5
2466.63391,-1.28845E-5,-4.07975E-5,-6.1608E-6,-1.46336E-5
2468.56247,-1.28719E-5,-4.30212E-5,-6.0935E-6,-1.48884E-5
2470.49103,-1.2934E-5,-4.35589E-5,-6.3144E-6,-1.66028E-5
2472.4196,-1.3757E-5,-4.32811E-5,-6.5412E-6,-1.79312E-5
2474.34816,-1.4111E-5,-4.43003E-5,-6.2554E-6,-1.78953E-5
2476.27673,-1.37028E-5,-4.81291E-5,-5.9885E-6,-1.89628E-5
2478.20529,-1.36113E-5,-5.31794E-5,-6.5293E-6,-2.10606E-5
2480.13386,-1.39873E-5,-5.59044E-5,-7.3561E-6,-2.11734E-5
2482.06242,-1.41099E-5,-5.61659E-5,-7.7101E-6,-1.96923E-5
2483.99098,-1.41279E-5,-5.57067E-5,-7.4293E-6,-1.86644E-5
2485.91955,-1.46648E-5,-5.47319E-5,-6.8644E-6,-1.8126E-5
2487.84811,-1.52626E-5,-5.35632E-5,-6.7256E-6,-1.78197E-5
2489.77668,-1.54347E-5,-5.21791E-5,-6.9266E-6,-1.76508E-5
2491.70524,-1.55764E-5,-5.01817E-5,-7.2577E-6,-1.70351E-5
2493.63381,-1.58531E-5,-4.83138E-5,-7.876E-6,-1.53668E-5
2495.56237,-1.62237E-5,-4.70752E-5,-8.1982E-6,-1.17991E-5
2497.49094,-1.6608E-5,-4.635E-5,-7.6749E-6,-7.6633E-6
2499.4195,-1.64774E-5,-4.69113E-5,-6.8041E-6,-6.2251E-6
2501.34806,-1.57757E-5,-4.74978E-5,-6.0246E-6,-6.4632E-6
2503.27663,-1.51111E-5,-4.49339E-5,-5.5878E-6,-4.9997E-6
2505.20519,-1.48466E-5,-4.0807E-5,-5.6586E-6,-3.1042E-6
2507.13376,-1.48751E-5,-3.79875E-5,-5.7603E-6,-2.4421E-6
2509.06232,-1.51416E-5,-3.48112E-5,-5.4825E-6,-1.7564E-6
2510.99089,-1.53773E-5,-3.03673E-5,-5.143E-6,-9.668E-7
2512.91945,-1.54186E-5,-2.70186E-5,-5.1841E-6,-4.435E-7
2514.84802,-1.53677E-5,-2.67449E-5,-5.7924E-6,3.019E-7
2516.77658,-1.51649E-5,-2.75148E-5,-6.5785E-6,1.1146E-6
2518.70514,-1.44951E-5,-2.58376E-5,-6.8202E-6,1.7515E-6
2520.63371,-1.38317E-5,-2.2086E-5,-6.3835E-6,1.8681E-6
2522.56227,-1.35694E-5,-1.80603E-5,-6.197E-6,7.745E-7
2524.49084,-1.31523E-5,-1.45763E-5,-6.4606E-6,-8.646E-7
2526.4194,-1.23543E-5,-1.3168E-5,-6.2205E-6,-7.785E-7
2528.34797,-1.16145E-5,-1.33814E-5,-5.7838E-6,1.6327E-6
2530.27653,-1.1466E-5,-1.28121E-5,-6.1129E-6,3.5993E-6
2532.2051,-1.20207E-5,-1.21192E-5,-6.6119E-6,3.4807E-6
2534.13366,-1.2463E-5,-1.24307E-5,-6.2169E-6,2.9641E-6
2536.06222,-1.19639E-5,-1.23557E-5,-5.3311E-6,3.3338E-6
2537.99079,-1.10605E-5,-1.24636E-5,-4.9549E-6,4.0396E-6
2539.91935,-1.07108E-5,-1.36111E-5,-5.0625E-6,3.5728E-6
2541.84792,-1.07505E-5,-1.39253E-5,-5.1095E-6,1.7659E-6
2543.77648,-1.06271E-5,-1.2565E-5,-4.8943E-6,3.906E-7
2545.70505,-1.06889E-5,-1.10015E-5,-4.9453E-6,3.84E-7
2547.63361,-1.07664E-5,-1.04599E-5,-5.9142E-6,1.2846E-6
2549.56218,-1.03262E-5,-1.0173E-5,-7.203E-6,3.6774E-6
2551.49074,-9.8258E-6,-8.4717E-6,-7.6454E-6,6.8744E-6
2553.4193,-9.8605E-6,-7.3412E-6,-6.8281E-6,6.903E-6
2555.34787,-1.02061E-5,-8.5868E-6,-5.391E-6,3.4752E-6
2557.27643,-1.03599E-5,-8.9906E-6,-4.5002E-6,1.4785E-6
2559.205,-1.01808E-5,-7.8601E-6,-5.0807E-6,1.8541E-6
2561.13356,-1.0031E-5,-8.3933E-6,-6.4768E-6,2.3595E-6
2563.06213,-1.01445E-5,-1.06326E-5,-6.9718E-6,3.3091E-6
2564.99069,-1.00693E-5,-1.25452E-5,-5.9757E-6,4.5134E-6
2566.91926,-9.6774E-6,-1.34466E-5,-4.6558E-6,4.3516E-6
2568.84782,-9.5133E-6,-1.43234E-5,-3.7203E-6,2.0272E-6
2570.77638,-9.66E-6,-1.59231E-5,-3.5101E-6,-1.1398E-6
2572.70495,-9.5265E-6,-1.74256E-5,-4.0627E-6,-1.8795E-6
2574.63351,-8.9184E-6,-1.73527E-5,-4.7177E-6,-5.219E-7
2576.56208,-8.5795E-6,-1.52903E-5,-4.9594E-6,-1.3719E-6
2578.49064,-8.7077E-6,-1.30796E-5,-4.4343E-6,-4.1001E-6
2580.41921,-8.7973E-6,-1.25996E-5,-3.5167E-6,-4.0944E-6
2582.34777,-8.7523E-6,-1.26804E-5,-3.3352E-6,-7.576E-7
2584.27634,-8.6006E-6,-1.08392E-5,-3.4706E-6,2.5048E-6
2586.2049,-8.4309E-6,-7.971E-6,-3.2107E-6,3.9724E-6
2588.13346,-8.5167E-6,-6.9241E-6,-2.8286E-6,4.3797E-6
2590.06203,-8.7213E-6,-6.8617E-6,-2.1663E-6,3.8119E-6
2591.99059,-8.7338E-6,-5.8549E-6,-1.0917E-6,2.0421E-6
2593.91916,-8.649E-6,-4.4408E-6,-6.033E-7,1.4617E-6
2595.84772,-8.7597E-6,-2.2031E-6,-1.3914E-6,2.872E-6
2597.77629,-8.8945E-6,1.6897E-6,-2.9295E-6,3.258E-6
2599.70485,-8.8342E-6,4.5342E-6,-3.9729E-6,2.4924E-6
2601.63342,-9.0016E-6,3.6079E-6,-4.0547E-6,2.428E-6
2603.56198,-9.5471E-6,2.1819E-6,-3.918E-6,2.6242E-6
2605.49054,-9.5842E-6,4.4611E-6,-4.1825E-6,2.0483E-6
2607.41911,-9.3981E-6,8.9968E-6,-4.6309E-6,7.988E-7
2609.34767,-9.9515E-6,1.24705E-5,-4.7256E-6,1.3868E-6
2611.27624,-1.08187E-5,1.35393E-5,-4.6176E-6,5.2814E-6
2613.2048,-1.11156E-5,1.26725E-5,-5.6312E-6,1.00846E-5
2615.13337,-1.10401E-5,1.32182E-5,-8.0972E-6,1.29659E-5
2617.06193,-1.101E-5,1.61056E-5,-1.02632E-5,1.32711E-5
2618.99049,-1.11739E-5,1.60544E-5,-1.09748E-5,1.25775E-5
2620.91906,-1.09284E-5,1.19396E-5,-1.06542E-5,1.19524E-5
2622.84762,-1.00858E-5,9.0789E-6,-9.677E-6,1.08924E-5
2624.77619,-9.5769E-6,9.6865E-6,-8.3204E-6,9.7044E-6
2626.70475,-9.2968E-6,1.23667E-5,-7.1336E-6,8.8207E-6
2628.63332,-8.6017E-6,1.41751E-5,-6.2786E-6,8.0518E-6
2630.56188,-8.3434E-6,1.31418E-5,-5.4186E-6,8.4153E-6
2632.49045,-8.7751E-6,1.05581E-5,-4.6957E-6,1.06419E-5
2634.41901,-8.7129E-6,8.1657E-6,-4.1606E-6,1.3102E-5
2636.34757,-7.8187E-6,7.3529E-6,-3.3096E-6,1.34304E-5
2638.27614,-7.2026E-6,7.1131E-6,-2.4168E-6,1.13408E-5
2640.2047,-7.0516E-6,3.6959E-6,-1.836E-6,8.9808E-6
2642.13327,-6.7388E-6,-1.4998E-6,-1.1628E-6,7.6585E-6
2644.06183,-6.3054E-6,-3.5945E-6,-3.575E-7,7.1206E-6
2645.9904,-5.9472E-6,-2.7101E-6,-2.734E-7,7.6252E-6
2647.91896,-5.5703E-6,-6.462E-7,-8.995E-7,8.424E-6
2649.84753,-5.4161E-6,2.05E-6,-1.2952E-6,7.554E-6
2651.77609,-5.6852E-6,3.7202E-6,-1.5102E-6,6.0917E-6
2653.70465,-5.8755E-6,2.9495E-6,-1.735E-6,7.2056E-6
2655.63322,-5.5996E-6,1.229E-7,-1.5823E-6,1.13266E-5
2657.56178,-5.7121E-6,-2.1265E-6,-9.518E-7,1.54153E-5
2659.49035,-6.7441E-6,-1.4412E-6,-1.485E-7,1.7093E-5
2661.41891,-7.7707E-6,9.404E-7,2.019E-7,1.68346E-5
2663.34748,-7.7895E-6,2.568E-6,-1.491E-7,1.60762E-5
2665.27604,-7.4548E-6,2.1524E-6,-4.276E-7,1.61562E-5
2667.20461,-7.8361E-6,3.64E-7,-3.753E-7,1.72901E-5
2669.13317,-8.5549E-6,-1.3713E-6,-4.005E-7,1.87164E-5
2671.06173,-9.0758E-6,-2.4728E-6,-5.101E-7,1.97008E-5
2672.9903,-8.952E-6,-2.8588E-6,-4.518E-7,1.78162E-5
2674.91886,-7.5314E-6,-4.3176E-6,-1.819E-7,1.32067E-5
2676.84743,-5.461E-6,-6.9832E-6,1.446E-7,1.04136E-5
2678.77599,-4.0743E-6,-7.8877E-6,4.552E-7,1.02826E-5
2680.70456,-3.346E-6,-6.5072E-6,9.466E-7,9.2043E-6
2682.63312,-2.5329E-6,-4.8713E-6,1.5523E-6,6.4096E-6
2684.56169,-1.9913E-6,-4.2861E-6,1.4407E-6,3.5721E-6
2686.49025,-2.1106E-6,-4.6353E-6,7.996E-7,7.437E-7
2688.41881,-2.0033E-6,-5.0423E-6,6.264E-7,-1.4067E-6
2690.34738,-1.3986E-6,-5.1862E-6,7.364E-7,-1.9938E-6
2692.27594,-1.0475E-6,-4.8564E-6,5.304E-7,-1.4582E-6
2694.20451,-1.1601E-6,-4.5974E-6,3.562E-7,2.018E-7
2696.13307,-1.4674E-6,-5.6683E-6,3.311E-7,9.077E-7
2698.06164,-1.562E-6,-7.6427E-6,7.25E-8,-1.5834E-6
2699.9902,-9.95E-7,-8.2661E-6,-3.461E-7,-5.2737E-6
2701.91877,-4.11E-8,-7.1906E-6,-6.425E-7,-8.1772E-6
2703.84733,3.606E-7,-7.3784E-6,-8.703E-7,-9.828E-6
2705.77589,-4.92E-8,-1.01911E-5,-6.441E-7,-1.00117E-5
2707.70446,-3.598E-7,-1.26772E-5,-9.21E-8,-1.02761E-5
2709.63302,-8.76E-8,-1.1991E-5,-4.57E-8,-1.23559E-5
2711.56159,1.032E-7,-9.6244E-6,-2.863E-7,-1.6262E-5
2713.49015,-3.52E-8,-8.8834E-6,-4.597E-7,-1.93864E-5
2715.41872,-2.27E-8,-1.02756E-5,-4.643E-7,-1.86862E-5
2717.34728,3.59E-8,-1.40019E-5,3.48E-8,-1.79664E-5
2719.27585,-1.543E-7,-2.17279E-5,6.888E-7,-2.28077E-5
2721.20441,-2.966E-7,-3.29125E-5,3.166E-7,-3.31474E-5
2723.13297,-4.092E-7,-4.82202E-5,-1.3171E-6,-5.01576E-5
2725.06154,-7.516E-7,-7.14015E-5,-2.5516E-6,-7.47087E-5
2726.9901,-8.714E-7,-9.46744E-5,-2.3605E-6,-9.34715E-5
2728.91867,-4.426E-7,-1.000077E-4,-1.4193E-6,-8.82243E-5
2730.84723,7.01E-8,-8.55346E-5,-4.981E-7,-6.25358E-5
2732.7758,2.43E-7,-6.49041E-5,-1.19E-8,-3.60537E-5
2734.70436,1.949E-7,-4.64434E-5,-8.11E-8,-1.9026E-5
2736.63293,2.956E-7,-3.18354E-5,-6.619E-7,-1.09362E-5
2738.56149,7.256E-7,-2.00953E-5,-1.03E-6,-7.7143E-6
2740.49005,1.0249E-6,-1.05917E-5,-5.697E-7,-5.1187E-6
2742.41862,7.902E-7,-5.2149E-6,8.53E-8,-1.9056E-6
2744.34718,7.012E-7,-3.3366E-6,2.119E-7,1.2035E-6
2746.27575,1.0702E-6,-2.611E-6,-4.7E-8,2.1474E-6
2748.20431,1.3308E-6,-2.0594E-6,-3.268E-7,1.0771E-6
2750.13288,1.2226E-6,-1.0554E-6,-3.9E-7,5.444E-7
2752.06144,4.47E-7,-4.33E-7,-3.29E-7,2.634E-7
2753.99001,-4.828E-7,-1.2818E-6,-5.05E-8,-4.444E-7
2755.91857,8.63E-8,-2.2646E-6,5.854E-7,9.92E-8
2757.84713,1.0669E-6,-1.7637E-6,1.1232E-6,1.1075E-6
2759.7757,7.103E-7,4.308E-7,7.045E-7,-2.463E-7
2761.70426,8.32E-8,3.4447E-6,3.5E-9,-3.1105E-6
2763.63283,4.99E-8,4.9728E-6,-1.48E-7,-4.5818E-6
2765.56139,1.011E-7,4.3588E-6,-3.085E-7,-3.2399E-6
2767.48996,1.597E-7,4.4308E-6,-5.465E-7,5.083E-7
2769.41852,3.685E-7,5.891E-6,-1.566E-7,2.9182E-6
